timestamp,open,high,low,close,volume
2024-01-31 01:00:00,2036.3,2036.3,2036.3,2036.3,11.0
2024-01-31 01:30:00,2036.2,2036.2,2036.2,2036.2,1.0
2024-01-31 01:35:00,2035.2,2035.5,2035.2,2035.5,6.0
2024-01-31 03:55:00,2032.9,2032.9,2032.9,2032.9,1.0
2024-01-31 04:30:00,2033.7,2033.7,2033.7,2033.7,1.0
2024-01-31 05:15:00,2033.6,2033.6,2033.6,2033.6,2.0
2024-01-31 07:40:00,2037.0,2037.0,2037.0,2037.0,15.0
2024-01-31 08:35:00,2039.1,2039.1,2039.1,2039.1,2.0
2024-01-31 08:50:00,2039.6,2039.6,2039.6,2039.6,1.0
2024-01-31 09:50:00,2039.1,2039.2,2039.1,2039.2,2.0
2024-01-31 10:45:00,2035.7,2035.7,2035.7,2035.7,1.0
2024-01-31 10:55:00,2035.4,2035.4,2035.4,2035.4,2.0
2024-01-31 13:05:00,2036.9,2036.9,2036.9,2036.9,2.0
2024-01-31 13:35:00,2040.1,2040.1,2040.1,2040.1,1.0
2024-01-31 13:45:00,2040.4,2040.4,2040.4,2040.4,1.0
2024-01-31 14:15:00,2043.5,2043.5,2043.5,2043.5,3.0
2024-01-31 14:30:00,2043.6,2043.6,2043.6,2043.6,1.0
2024-01-31 14:50:00,2051.8,2051.8,2050.8,2050.8,2.0
2024-01-31 15:00:00,2054.2,2054.2,2054.2,2054.2,2.0
2024-01-31 15:15:00,2054.1,2054.1,2054.1,2054.1,2.0
2024-01-31 16:10:00,2046.8,2048.0,2046.7,2048.0,3.0
2024-01-31 16:35:00,2049.1,2049.1,2049.1,2049.1,2.0
2024-01-31 16:45:00,2048.2,2048.2,2048.2,2048.2,3.0
2024-01-31 20:05:00,2037.0,2037.0,2036.7,2036.7,3.0
2024-01-31 20:10:00,2030.0,2033.4,2030.0,2033.4,3.0
2024-01-31 20:30:00,2032.8,2032.8,2032.1,2032.1,5.0
2024-01-31 21:00:00,2033.0,2033.0,2033.0,2033.0,1.0
2024-01-31 22:00:00,2037.5,2037.5,2037.5,2037.5,1.0
2024-01-31 23:35:00,2039.3,2039.3,2039.3,2039.3,2.0
2024-01-31 23:50:00,2040.2,2040.2,2040.2,2040.2,2.0
