timestamp,open,high,low,close,volume
2023-02-01 04:12:00.000000000,1933.3,1933.3,1933.3,1933.3,1
2023-02-01 04:58:00.000000000,1931.7,1931.7,1931.7,1931.7,1
2023-02-01 04:59:00.000000000,1931.2,1931.2,1931.2,1931.2,1
2023-02-01 05:41:00.000000000,1927.2,1927.2,1927.2,1927.2,1
2023-02-01 05:42:00.000000000,1927.0,1927.0,1927.0,1927.0,1
2023-02-01 09:07:00.000000000,1926.0,1926.0,1926.0,1926.0,1
2023-02-01 09:16:00.000000000,1925.0,1925.0,1925.0,1925.0,1
2023-02-01 11:04:00.000000000,1928.0,1928.0,1928.0,1928.0,1
2023-02-01 13:33:00.000000000,1930.5,1930.5,1930.5,1930.5,1
2023-02-01 14:51:00.000000000,1931.0,1931.0,1931.0,1931.0,1
2023-02-01 17:13:00.000000000,1925.0,1925.0,1925.0,1925.0,1
2023-02-01 18:25:00.000000000,1927.6,1927.6,1927.6,1927.6,1
2023-02-01 19:39:00.000000000,1935.9,1935.9,1935.9,1935.9,1
2023-02-01 19:40:00.000000000,1934.5,1934.5,1934.5,1934.5,1
2023-02-01 19:41:00.000000000,1938.4,1938.4,1938.4,1938.4,1
2023-02-01 19:56:00.000000000,1942.4,1942.4,1942.4,1942.4,2
2023-02-01 20:29:00.000000000,1950.9,1950.9,1950.9,1950.9,1
2023-02-01 20:32:00.000000000,1950.7,1950.8,1950.7,1950.8,2
2023-02-01 23:42:00.000000000,1952.9,1952.9,1952.9,1952.9,2
2023-02-01 23:43:00.000000000,1954.1,1954.2,1954.1,1954.2,2
2023-02-01 23:55:00.000000000,1954.1,1954.1,1954.1,1954.1,2
